model_name,ds,n_sentence_pool,ds_arg_size,ds_infer_dens,ds_n_consistent_complete_positions,ds_mean_prem,ds_variance_prem,tau_truths,principles,init_coms,init_coms_size,init_coms_n_tau_truths,init_coms_n_tau_falsehoods,init_coms_n_consistent_complete_positions,init_coms_dia_consistent,init_coms_closed,fixed_point_coms,fixed_point_coms_size,fixed_point_coms_n_tau_truths,fixed_point_coms_n_tau_falsehoods,fixed_point_coms_closed,fixed_point_coms_consistent,fixed_point_coms_n_consistent_complete_positions,fixed_point_coms_min_ax_bases_theory,n_fixed_point_coms_min_ax_base_theory,fixed_point_theory,fixed_point_theory_closure,fixed_point_theory_axioms,achievements_evolution,fixed_point_dia_consistent,init_final_coms_simple_hamming,init_final_coms_hamming,init_final_coms_contradictions,init_final_coms_expansions,init_final_coms_contractions,init_final_coms_identities,random_choices,coms_evolution,theory_evolution,process_length,global optima
StandardModel,"[[-2, -1], [-3, -2], [-7, -1], [-5, 2], [-6, 3]]",7,5,0.26143928550824114,36,2,0,set(),"[(-7, 1), (-6, 1), (-5, 1)]","{4, 5, 7}",3,0,0,7,True,True,{5},1,0,0,True,True,24,[set()],0,{5},{5},"[{-3}, {5}, {-2}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[1],"[{4, 5, 7}, {5}, {5}]","[{5}, {5}, {5}]",6,"{({-2}, {5, -1, -2}), ({-3}, {5, 6, -2, -3, -1}), ({1}, {1, 2, 3, 7}), ({7}, {7}), ({5}, {5}), ({4}, {4})}"
StandardModel,"[[-2, -1], [-3, -2], [-7, -1], [-5, 2], [-6, 3]]",7,5,0.26143928550824114,36,2,0,set(),"[(-7, 1), (-6, 1), (-5, 1)]","{1, 2, -6, -4}",4,0,0,2,True,False,"{1, 2, 3, 7}",4,0,0,True,True,8,[set()],0,{1},"{1, 2, 3, 7}",[{1}],"[0, 0.9597142857142856, 0.9759591836734693, 0.9908163265306122, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,4,4,0,2,2,3,[1],"[{1, 2, -6, -4}, {1, 2, 3, 7, -4}, {1, 2, 3, 7}, {1, 2, 3, 7}]","[{1, -4}, {1}, {1}, {1}]",8,"{({1}, {1, 2, 3, 7})}"
StandardModel,"[[-5, 6], [2, 5], [1, -5], [7, -6], [-4, -6]]",7,5,0.34500535703983487,24,2,0,set(),"[(1, 1), (2, 1), (7, 1), (-4, 1)]","{4, 5, 7}",3,0,0,4,True,False,"{-6, 5, -1, 7}",4,0,0,True,True,8,[set()],0,{7},"{-6, 5, -1, 7}",[{7}],"[0, 0.9817142857142857, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694]",True,3,3,0,2,1,4,[],"[{4, 5, 7}, {-6, 5, -1, 7}, {-6, 5, -1, 7}]","[{7}, {7}, {7}]",6,"{({7}, {-6, 5, -1, 7})}"
StandardModel,"[[-5, 6], [2, 5], [1, -5], [7, -6], [-4, -6]]",7,5,0.34500535703983487,24,2,0,set(),"[(1, 1), (2, 1), (7, 1), (-4, 1)]","{1, 2, -6, -4}",4,0,0,0,False,,"{-6, -4, 5, -1}",4,0,0,True,True,8,[set()],0,{-4},"{-6, -4, 5, -1}",[{-4}],"[0, 0.9659285714285714, 0.9759591836734693, 0.9908163265306122, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,4,3,1,1,1,4,[],"[{1, 2, -6, -4}, {2, 5, -6, -4, -1}, {-6, -4, 5, -1}, {-6, -4, 5, -1}]","[{2, -4}, {-4}, {-4}, {-4}]",8,"{({-4}, {-6, -4, 5, -1})}"
StandardModel,"[[6, 4], [1, -6], [2, 6], [-3, 6], [-7, -3]]",7,5,0.3825817007303768,20,2,0,set(),"[(1, 1), (2, 1), (-7, 1)]","{4, 5, 7}",3,0,0,6,True,True,{7},1,0,0,True,True,16,[set()],0,{7},{7},"[{3}, {-4}, {1}, {7}, {-6}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[1],"[{4, 5, 7}, {7}, {7}]","[{7}, {7}, {7}]",6,"{({6}, {4, -1, 6}), ({-7}, {4, 6, -7, -3, -1}), ({1}, {1, 3, 7, -6, -2}), ({7}, {7}), ({-6}, {-6, 3, -2, 7}), ({5}, {5}), ({-3}, {4, -3, -1, 6}), ({-4}, {3, 7, -6, -4, -2}), ({2}, {2, 4, -1, 6}), ({4}, {4}), ({3}, {3, 7})}"
StandardModel,"[[6, 4], [1, -6], [2, 6], [-3, 6], [-7, -3]]",7,5,0.3825817007303768,20,2,0,set(),"[(1, 1), (2, 1), (-7, 1)]","{1, 2, -6, -4}",4,0,0,0,False,,"{3, 7, -6, -4, -2}",5,0,0,True,True,4,[set()],0,{-4},"{3, 7, -6, -4, -2}",[{-4}],"[0, 0.9664365079365079, 0.9826814058956916, 0.9908163265306122, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,5,4,1,2,1,3,[3],"[{1, 2, -6, -4}, {1, 3, 7, -6, -4, -2}, {3, 7, -6, -4, -2}, {3, 7, -6, -4, -2}]","[{1, -4}, {-4}, {-4}, {-4}]",8,"{({1}, {1, 3, 7, -6, -2}), ({-4}, {3, 7, -6, -4, -2})}"
StandardModel,"[[-1, -3], [-5, -1], [-7, 1], [-2, 1], [6, -7]]",7,5,0.31323501113462804,28,2,0,set(),"[(6, 1), (-2, 1), (-5, 1)]","{4, 5, 7}",3,0,0,5,True,False,{4},1,0,0,True,True,14,[set()],0,{4},{4},[{4}],"[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[1],"[{4, 5, 7}, {4}, {4}]","[{4}, {4}, {4}]",6,"{({7}, {-6, 7}), ({1}, {1, 5}), ({3}, {1, 3, 5}), ({-2}, {1, 5, -2}), ({5}, {5}), ({6}, {1, 5, 6, -7}), ({4}, {4}), ({-5}, {2, 7, -6, -5, -3, -1}), ({-1}, {2, 7, -6, -3, -1}), ({-7}, {1, 5, -7})}"
StandardModel,"[[-1, -3], [-5, -1], [-7, 1], [-2, 1], [6, -7]]",7,5,0.31323501113462804,28,2,0,set(),"[(6, 1), (-2, 1), (-5, 1)]","{1, 2, -6, -4}",4,0,0,4,True,False,"{2, 7, -6, -3, -1}",5,0,0,True,True,4,[set()],0,{-1},"{2, 7, -6, -3, -1}","[{-1}, {-5}]","[0, 0.9664365079365079, 0.9826814058956916, 0.9908163265306122, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,5,4,1,2,1,3,[],"[{1, 2, -6, -4}, {2, 7, -6, -4, -3, -1}, {2, 7, -6, -3, -1}, {2, 7, -6, -3, -1}]","[{-4, -1}, {-1}, {-1}, {-1}]",8,"{({-5}, {2, 7, -6, -5, -3, -1}), ({-1}, {2, 7, -6, -3, -1})}"
StandardModel,"[[1, 5], [-4, -1], [6, 5], [7, 4], [3, 7]]",7,5,0.26143928550824114,36,2,0,set(),"[(3, 1), (6, 1)]","{4, 5, 7}",3,0,0,16,True,True,"{4, 7}",2,0,0,True,True,20,[set()],0,{7},"{4, 7}","[{3}, {7}]","[0, 0.9928571428571428, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694]",True,1,1,0,0,1,6,[],"[{4, 5, 7}, {4, 7}, {4, 7}]","[{7}, {7}, {7}]",6,"{({1}, {1, 4, 5}), ({7}, {4, 7}), ({3}, {3, 4, 7})}"
StandardModel,"[[1, 5], [-4, -1], [6, 5], [7, 4], [3, 7]]",7,5,0.26143928550824114,36,2,0,set(),"[(3, 1), (6, 1)]","{1, 2, -6, -4}",4,0,0,0,False,,"{2, -6}",2,0,0,True,True,11,[{2}],1,{-6},{-6},"[{-5}, {-6}]","[0, 0.9357142857142857, 0.9846938775510203, 0.9846938775510203, 0.9846938775510203, 0.9846938775510203]",True,2,2,0,0,2,5,"[1, 2]","[{1, 2, -6, -4}, {2, -6}, {2, -6}]","[{-6}, {-6}, {-6}]",6,"{({2}, {2, -6}), ({1}, {1, -6, 4, 5}), ({-4}, {1, -4, -3, -7}), ({-4}, {2, -7, -4, -3, -1}), ({2}, {1, 2}), ({-5}, {-6, -5, -4, -1}), ({-6}, {1, -6}), ({-6}, {2, -6}), ({-5}, {1, -6, -5}), ({-4}, {-7, -6, -4, -3, -1}), ({-5}, {-6, 2, -1, -5}), ({1}, {1, -4, 5}), ({2}, {2, -4}), ({-6}, {-6, -4}), ({1}, {1, 2, 4, 5})}"
StandardModel,"[[2, -1], [3, 2], [5, 3], [-4, -1], [7, -4]]",7,5,0.32850861169412976,26,2,0,set(),"[(5, 1), (7, 1)]","{4, 5, 7}",3,0,0,0,False,,"{-7, 4}",2,0,0,True,True,10,[set()],0,{4},"{-7, 4}","[{4}, {1}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,3,2,1,0,1,5,[],"[{4, 5, 7}, {-7, 4}, {-7, 4}]","[{4}, {4}, {4}]",6,"{({5}, {2, 3, 5, -1}), ({7}, {-4, -1, 7}), ({1}, {1, 4, -7, -5, -3, -2}), ({4}, {-7, 4})}"
StandardModel,"[[2, -1], [3, 2], [5, 3], [-4, -1], [7, -4]]",7,5,0.32850861169412976,26,2,0,set(),"[(5, 1), (7, 1)]","{1, 2, -6, -4}",4,0,0,0,False,,"{1, -6}",2,0,0,False,True,1,[{1}],1,{-6},{-6},[{-6}],"[0, 0.9357142857142857, 0.9846938775510203, 0.9846938775510203, 0.9846938775510203, 0.9846938775510203]",True,2,2,0,0,2,5,"[1, 2]","[{1, 2, -6, -4}, {1, -6}, {1, -6}]","[{-6}, {-6}, {-6}]",6,"{({-6}, {2, -6}), ({5}, {2, 3, 5, -6, -1}), ({-4}, {1, -4}), ({-4}, {2, -4, -1}), ({1}, {1, 4, -7, -6, -5, -3, -2}), ({-4}, {-6, -4, -1}), ({3}, {2, 3, -4, -1}), ({-6}, {1, -6}), ({1}, {1, 2, 4, -7, -5, -3}), ({2}, {2, -4, -1}), ({3}, {1, 2, 3}), ({3}, {3, -6, 2, -1}), ({5}, {2, 3, 5, -4, -1}), ({-6}, {-6, -4}), ({2}, {1, 2}), ({2}, {2, -6, -1}), ({1}, {1, -7, -5, -4, -3, -2}), ({7}, {1, -4, 7}), ({7}, {2, -4, -1, 7}), ({5}, {1, 2, 3, 5}), ({7}, {-6, -4, -1, 7})}"
StandardModel,"[[-2, -1], [5, 1], [-4, 2], [3, -2], [6, 4]]",7,5,0.32850861169412976,26,2,0,set(),"[(3, 1), (5, 1), (6, 1)]","{4, 5, 7}",3,0,0,2,True,False,{4},1,0,0,True,True,20,[set()],0,{4},{4},"[{6}, {3}, {-2}, {4}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[1],"[{4, 5, 7}, {4}, {4}]","[{4}, {4}, {4}]",6,"{({5}, {1, 2, -3, 5}), ({7}, {7}), ({3}, {3, 4, -2, -5, -1}), ({6}, {4, 6}), ({-2}, {-5, 4, -1, -2}), ({4}, {4})}"
StandardModel,"[[-2, -1], [5, 1], [-4, 2], [3, -2], [6, 4]]",7,5,0.32850861169412976,26,2,0,set(),"[(3, 1), (5, 1), (6, 1)]","{1, 2, -6, -4}",4,0,0,4,True,False,"{2, -6, -4, -3}",4,0,0,True,True,6,[set()],0,{-4},"{2, -6, -4, -3}",[{-4}],"[0, 0.9879285714285714, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694]",True,2,2,0,1,1,5,[],"[{1, 2, -6, -4}, {2, -6, -4, -3}, {2, -6, -4, -3}]","[{-4}, {-4}, {-4}]",6,"{({-4}, {2, -6, -4, -3})}"
StandardModel,"[[2, -3], [7, 2], [-1, 2], [4, 1], [-6, 2]]",7,5,0.2857142857142857,32,2,0,set(),"[(4, 1), (7, 1), (-6, 1)]","{4, 5, 7}",3,0,0,2,True,False,{5},1,0,0,True,True,16,[set()],0,{5},{5},[{5}],"[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[],"[{4, 5, 7}, {5}, {5}]","[{5}, {5}, {5}]",6,"{({7}, {2, -3, 7}), ({5}, {5}), ({4}, {1, 4})}"
StandardModel,"[[2, -3], [7, 2], [-1, 2], [4, 1], [-6, 2]]",7,5,0.2857142857142857,32,2,0,set(),"[(4, 1), (7, 1), (-6, 1)]","{1, 2, -6, -4}",4,0,0,4,True,False,"{2, -4, -3, -1}",4,0,0,True,True,8,[set()],0,{-1},"{2, -4, -3, -1}",[{-1}],"[0, 0.9659285714285714, 0.9759591836734693, 0.9908163265306122, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,4,3,1,1,1,4,[1],"[{1, 2, -6, -4}, {2, -6, -4, -3, -1}, {2, -4, -3, -1}, {2, -4, -3, -1}]","[{-6, -1}, {-1}, {-1}, {-1}]",8,"{({-6}, {2, -6, -3}), ({-1}, {2, -4, -3, -1})}"
StandardModel,"[[-6, 1], [5, -6], [3, -5], [-2, -3], [-4, -3]]",7,5,0.25029606950805927,38,2,0,set(),"[(-4, 1), (-2, 1)]","{4, 5, 7}",3,0,0,2,True,False,{4},1,0,0,True,True,22,[set()],0,{4},{4},"[{4}, {3}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[1],"[{4, 5, 7}, {4}, {4}]","[{4}, {4}, {4}]",6,"{({3}, {2, 3, 4, -5}), ({7}, {7}), ({4}, {4}), ({5}, {1, -6, -3, 5})}"
StandardModel,"[[-6, 1], [5, -6], [3, -5], [-2, -3], [-4, -3]]",7,5,0.25029606950805927,38,2,0,set(),"[(-4, 1), (-2, 1)]","{1, 2, -6, -4}",4,0,0,4,True,False,"{1, -6}",2,0,0,True,True,18,[set()],0,{-6},"{1, -6}","[{5}, {-6}]","[0, 0.9714285714285714, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,2,2,0,0,2,5,[],"[{1, 2, -6, -4}, {1, -6}, {1, -6}]","[{-6}, {-6}, {-6}]",6,"{({5}, {1, -6, -3, 5}), ({-6}, {1, -6})}"
StandardModel,"[[2, -7], [1, 2], [4, -1], [5, 1], [3, 4]]",7,5,0.3629383401946718,22,2,0,set(),"[(3, 1), (5, 1)]","{4, 5, 7}",3,0,0,0,False,,"{-5, 4, -1}",3,0,0,True,True,12,[set()],0,{4},"{-5, 4, -1}","[{4}, {3}]","[0, 0.9622142857142858, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776, 0.9918367346938776]",True,4,3,1,1,1,4,[],"[{4, 5, 7}, {-5, 4, -1}, {-5, 4, -1}]","[{4}, {4}, {4}]",6,"{({4}, {-5, 4, -1}), ({5}, {1, 2, 5, -7, -4, -3}), ({3}, {3, 4, -1, -5}), ({7}, {-5, -2, -1, 7})}"
StandardModel,"[[2, -7], [1, 2], [4, -1], [5, 1], [3, 4]]",7,5,0.3629383401946718,22,2,0,set(),"[(3, 1), (5, 1)]","{1, 2, -6, -4}",4,0,0,2,True,False,"{1, 2, 5, -7, -4, -3}",6,0,0,True,True,2,[set()],0,{5},"{1, 2, 5, -7, -4, -3}",[{5}],"[0, 0.9829897959183673, 0.9887755102040816, 0.9928571428571428, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694, 0.9979591836734694]",True,4,4,0,3,1,3,[],"[{1, 2, -6, -4}, {1, 2, 5, -7, -6, -4, -3}, {1, 2, 5, -7, -4, -3}, {1, 2, 5, -7, -4, -3}]","[{-6, 5}, {5}, {5}, {5}]",8,"{({1}, {1, 2, -7, -4, -3}), ({5}, {1, 2, 5, -7, -4, -3})}"
